	text	is_hate
4643	Most weeks I see him 2 whole days and 1 or 2 nights per week I drive over and take him out to do something	0
4644	I think most Stormfront members would agree.Iam here to promote a white Ireland like other members and to warn others about the treat of Multiculturalism and  in Ireland	0
4645	Just got back from my new job .	0
4646	I went on the EDL page last night and I saw the funnies thing .	0
4647	If there is dirty dancing or sexual contact report it to the principle likely there will be some and maybe they wo n't ever schedule a dance like that again .	0
4648	Most of those Youth were goths and they lit up when they saw real White people .	0
4649	South Africa has returned to the Stone Age in 20 years .	1
4650	How is it possible for someone to construe my post in this way ?	0
4651	The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .	0
4652	I left Stormfront because I got tired of the petty bickering .	0
4653	Well that 's good to hear .	0
4654	The  media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .	1
4655	 seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..	1
4656	A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .	1
4657	Swinging On Both Females Guys Nobody Tries To Stop It	0
4658	But remember , lots of people I hear say that their parents would kick off if their brought back a non-white home to introduce him/her as their partner .	0
4659	Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .	0
4660	Well if you like to travel mine advice is if they are n't anyone with same beliefs then look in other places and broaden you experiences in other places	0
4661	They will never get anywhere , they 're just as bad if not worse than the BNP in respect to how stigmatized their name is .	0
4662	I 'm just out of college though. i guess i 'll join an mma school in the fall .	0
4663	Without knowing it yourself , you have judged me .	0
4664	Obviously not .	0
4665	Mormons generally affirm , as do orthodox Christians , that the death of Jesus Christ made the offering of sacrifices , and in particular animal/blood sacrifices , obsolete .	0
4666	I'm in Australia and I want it to be done and over with , my mum is constantly going on about the Olympics like it 's a big deal .	0
4667	There is nothing to add to this post ...	0
4668	Millions upon millions of them , until there is no British culture left .	0
4669	See the pattern .	0
4670	Tight as in good pals ?	0
4671	So I 'll use the same one for the most part .	0
4672	I hope this will catch on like the 14 words .	0
4673	Sorry, but what they did was just sick and wrong .	0
4674	http://www.irishdemocrat.co.uk/anonn...ous-mysticism/http://www.midnet.ie/connolly/irishd...ndecjan98.htmlsinnfein/i.r.a.visitAuschwitz:http://www.utvinternet.com/newsroom/ ... ? id = 52367 & pt = n	0
4675	God protect and bless you dear lady .	0
4676	Hello I 'd thought i would join has my other half spends alot of time on here he might start to nottice me abit more	0
4677	Just as the bbc begins its campaign to stay in the eu and forever change the racial demographic of the UK and Europe forever .	0
4678	I stayed with a Georgian family in Taganrog they was very nice and white and hated musilms .	0
4679	Shockley 's attempts to commercialize a new transistor design in the 1950s and 1960s led to California 's `` Silicon Valley '' becoming a hotbed of electronics innovation .	0
4680	It is a money making scam , that is why it is pushed .	0
4681	I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .	1
4682	We have plenty of articles , photos , music & we 're going to start uploading videos soon .	0
4683	Nothing is changing for the better .	0
4684	well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l	1
4685	http://www.peroutka2004.com/schedule ... w & event _ id = 259	0
4686	Our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create .	1
4687	We ought to give this material a better edge for their advancement in life , business and politics !	0
4688	I 'm left wondering what jobs did the `` working class '' whites have ?	0
4689	Well it was only an animal instinct .	0
4690	Great,i didnt knew you guys opened this thread Their accent will be super funny for you , but this Belgrade Band is singing some of the most famous Irish and Celtic songs .	0
4691	YOU do not control the lives of Whites by taking over their nations and forcing multiculturalism upon them against their will .	0
4692	Since they are all learning English now as a second language what would be the reason for changing to German .	0
4693	The sad fact is that this is how he and his Arab brethren would see her kind too .	0
4694	If not kept in check , we may very will be living in an actual Planet of the Apes soon .	1
4695	I 'm concerned because it 's japanese culture insinuating itself into American culture .	0
4696	14/88	0
4697	--------------- > Again the same average person without special education , can understand 40 % of the text of the Iliad written in Archaic Ionian Greek approximately two thousand nine hundred years ago .	0
4698	They never smile .	0
4699	I thought there was talk not too long ago about Putin extending the terms to stay in office ?	0
4700	Sooner or later the  one will say `` mother * * * * er '' or `` madick '' .	1
4701	Cheers , Edward	0
4702	My children are not allowed to even watch it never mind play it .	0
4703	I heard he turned down the offer of a 5 year contract with Valentino to pursue a very lucrative extremist lifestyle ..	0
4704	- YouTube The map of the captured territories .	0
4705	The white candidates for sheriff do n't show their picture .	0
4706	Contact me , we 'll have a holiday ... - cheers .	0
4707	Did you note all the info on Israel ?	0
4708	This thread was started in July are you feeling better now ?	0
4709	You are welcome , Ross .	0
4710	I hope so , but I would still like to thank you Day of Vengeance for bringing up to my attention the issue mentioned above Thank you for caring Day of Vengeance .	0
4711	... )	0
4712	Thank you so much for enlightening us mystery guest !	0
4713	White speech is Hate ....	0
4714	- Pioneer Little Europe ( PLE ) Didnt anybody teach you ?	0
4715	Their shin bones are like glass .	0
4716	I always thought genocide was carried out with a bullet to the head when the victims were found , ya know , like every genocide since the advent of the bullet .	0
4717	War of Art is sitting on my shelf , presently unread .	0
4718	Can a mod also change the thread title so it says the 10th ? dont want people showing up 10 days late	0
4719	Disgusting and perverted !	0
4720	haha well they require a certain physical ed. requirement at my school to be given a bachelor 's degree .	0
4721	Lighting : candles , oil lamps , solar lamps Water : creek , well , spring Potatoes : freshly grown , dehydrated , canned Guns : handgun , rifle , shotgun Transportation : truck , bike , motorcycle The list is almost endless .	0
4722	As you are such an expert please explain why there has never been any drugs seizures linked to them or even arrests ?	0
4723	You 're treading on very thin ice , jimmy .	0
4724	White, I agree with some of your points but also not with others .	0
4725	I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .	0
4726	They love it .	0
4727	I blame the school with all it 's ethicts and multicult loving teachers , i 'm saving as many pupils i can , but i fear that 's not enught	0
4728	http://www.eurorus.org/	0
4729	I was always under the impression that the whole sitting down together and being friendly story was a bunch of BS .	0
4730	hello all im thinking of going to europe in the next couple weeks and am trying to decide between ireland and eastern europe .	0
4731	So lets kill all the whites there because every single one of them is a ZOG agent , even the children !	0
4732	I'll like to take that for a test drive .	0
4733	Let me be the first to say WELCOME to SF .	0
4734	Boy, those same  get awful mad when you have a sign saying `` No to a  Africa '' , then it becomes wrong .	1
4735	If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .	0
4736	Holocaust Handbooks - Educate Yourself - YouTube Holocaust Handbooks is the world 's premiere Revisionist book series .	0
4737	They 're a waste of space and they 're filthy , tax payer robbing , mentally challenged , primitive , unintelligent cultural trash .	1
4738	Major chimp-out at hip hop awards .	1
4739	Just letting you know .	0
4740	Those are some of the most stupid posts I have ever read in my life .	0
4741	I urge all White Nationalist in this area to do the same .	0
4742	We ca n't afford to babysit unstable people .	0
4743	But I`m also sceptical for this story .	0
4744	When I get out of boot camp from the Marines Im going to get the Eagle , Globe , and Anchor tattoo on my right Arm big too .	0
4745	I feel like athletic whites do not have enough kids because when you have a lot of brothers it forces you to fight your way to the top .	0
4746	Thanks for wasting my time .	0
4747	I never fell out of a hump back in the day .	0
4748	But UFC and TUF is rigged and staged .	0
4749	mine was when i was about 5 or 6 , she was the same age. julie was her name blond and used to hum while eating , i remember the kiss was in the bushes behind a garden. last i heard she became a jehovas witness. ah well .	0
4750	It's been brought to my attention recently that I 've overlooked this one .	0
4751	I will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the s have got in the white genocide to people .	1
4752	is anyone else fed up with people using the so called race card against you ? if so , tell us about it	0
4753	Such is the sign of our time ...	0
4754	Got to make sure this embaressing thread is knocked off the front page before too many people come along and see it right ?	0
4755	I Got 15 Kids & 3 Babydaddys-SOMEONE & #39 ; S GOTTA PAY FOR ME & MY KIDS !!!	0
4756	Intellectual morons , or educated idiots , are good phrases to describe them .	1
4757	http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .	0
4758	Billy - `` That guy would n't leave me alone , so I gave him the Trudeau salute . ''	0
4759	Our ancestors went though millions of years of eating meat , if its bloody good enough for them , its good enough for me .	0
4760	I had another picture on here at one point , with my old account , but it must be in the old thread .	0
4761	The weakness of a bat is the wind up , when you draw back to swing you are wide open to attack for about 1/2 second .	0
4762	*Bernt Anker Hoffman , Pakkis , 1929 .	0
4763	I sometimes practice my arguments on  , I have gotten 2 of them ranting about s to all of their friends .	0
4764	When a race no longer has the will to protect its women then it 's well on the way to extinction .	0
4765	It was also the only day I wanted to do that .	0
4766	Meta you are currently the fittest person I have ever saw on the stormfront site And thats against some pretty stiff competition as well	0
4767	Its good to know that living in San Fran does n't mean you have to give up your 2nd amendment right anymore .	0
4768	I went outside and the niglet 's mom told me my daughter had hit her first .	1
4769	I wonder ???? 11	0
4770	They have been in Russia long enough .	0
4771	I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism	0
4772	To spend years and years in Prison for pray painting something on someones house is just not right !	0
4773	i just had my first child , he will be one next week. i will not push my views on him because if you push things on your child they tend to rebel ! my child will learn right from wrong from my positive examples and he will see the truth .	0
4774	I think Casablanca and Gone With The Wind are horrible movies and that The Sound Of Music is one of the most annoying things ever put to film .	0
4775	By per capita take-ins , Norway was the worst in 2001 , but apparently the Norwegians cracked down in 2004 and they 're now lower than Sweden 's rate .	0
4776	There's no reason to drive cars with engines larger than 7 liters either ...	0
4777	Judge by color or I am so not `` hip '' ?	0
4778	Surely at this point you had a duty to call him out amongst all the other guests for that vile remark ?!	0
4779	I 'd prefer to put them in one place before shipping them home .	0
4780	I thought they agreed they wouldn t do the Salem march this year because his parents didn t want the media attention ?	0
4781	You are very entertaining .	0
4782	Do n't pay much attention to me , though .	0
4783	- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .	0
4784	London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole	1
4785	I've often pointed out that negroes are more stupid than I can even imagine if they actually think they 're gonna win any race war .	1
4786	This had me falling down laughing .	0
4787	Please keep us updated on any results you get from this .	0
4788	Those solar lawn lights , you know whats inside that charges during the day so they run at night double a batteries .	0
4789	If we dont band together as is lost. let every white play his role in the big picture !!!!	0
4790	Carrying any hammer here in the UK on the streets without good cause such as you need it for work would be classed as an offensive weapon .	0
4791	We have a list at the memorial of names `` I was thinking , WTF , grab me a calculator .	0
4792	It is still owned by a branch of the same family that lived there in the 12th century , 33 generations ago .	0
4793	Now I watch no TV at all .	0
4794	As long as we are tied to the Rothschild banking system we cannot be independent again .	0
4795	No, lets stay scattered across the earth and try to change every racially unaware white across the earth ...	0
4796	Yup.	0
4797	These are much more important in my estimation .	0
4798	I 'd like a cozy house with an outdoor fire pit , for parties and grilling , for instance , lol .	0
4799	It was disturbing to read that the Swedish foreign minister was stabbed today .	0
4800	I hope their is some sort off protest about this	0
4801	They have been taking advantage of our over-welcoming nature for far to long .	1
4802	People have the same racial origin , regardless of religion	0
4803	Indeed, now they just need to feed themselves , educate themselves , police themselves ad nauseum ......	1
4804	Wondering how do I get homeschooled .	0
4805	Bump.	0
4806	We take care of our own !!!	0
4807	The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .	1
4808	The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .	0
4809	https : //www.youtube.com/watch ? v = DeiW _ bWZ2Is https : //www.youtube.com/watch ? v = jWFq-v7TKdQ https : //www.youtube.com/watch ? v = iAzn9V3ha3Y https : //www.youtube.com/watch ? v = wTNfdPxtfek	0
4810	I never let my kids drink store bought cow 's milk because of the massive amount of stuff they give diary cows to up the milk output .	0
4811	You AREN' T White :	1
4812	Behind every avatar is an actual person , and we can even meet .	0
4813	WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do	1
4814	Yah it is sad to see and if the Irish dont quash it soon the last of the Kelts will be gone from the world .	0
4815	All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .	0
4816	Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .	1
4817	Does anyone else find it does n't difficult to find a white Canadian woman to date who is not Looney lefty ?	0
4818	`` It did n't sound idiotic in my mind . ''	0
4819	You should not be surprised , i have 2 swedish/finnish friends ... asian looks in women is a must ... so i am not surprised .	0
4820	ok, so do we need to kill them too or are the slavs okay ? for some reason whenever i hear the word slav , the word slobber comes to mind and i picture a slobbering half breed creature like the humpback of notre dame or Igor haha	1
4821	The famine was a planned event , to pacify a troublesome country .	0
4822	Like a car trying to beat the train .	0
4823	When they get ridiculed because of their injury on the radio by a negro talk-show host who sings little songs about how sharks only eat White people , sure .	1
4824	There is no requirement of circumcision found in the NT .	0
4825	Show your husband what happens in the schools nowadays !	0
4826	Lactose tolerance ( again from Mathieson 2015 ) did not exist among either the Steppe pastoralists or the Neolithic farmers , but developed later amongst mixed groups ( their study found the first evidence for lactose tolerance among the Bell Beaker culture ) .	0
4827	Just as there 's a place for Pakis called Pakistan and a place for Negro 's called Africa .	1
4828	My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .	1
4829	I have a Cracking the new SAT guide , and some books required through an american home school .ISBN-10 : 0375764852 ISBN-13 : 978-0375764851 PM If youre interested .	0
4830	Young white people are doing it more then ever , it 's just that those bloody clinics are getting better at what they do .	0
4831	I see that you are a White Patriot , from your other comments .	0
4832	How you going to get out this time ?	0
4833	I am looking for anything where I can be among my own people , please PM me if you know of something .	0
4834	I wonder how the CBC will try to spin this ?	0
4835	If thinking was easy everyone would be doing it .	0
4836	I agree , it is about time to stop this , it is the same story every time and nothing good will come from it .	0
4837	I'm on yer side .	0
4838	I'm going to have to sit down here and start replying to a lot of posts I have been missing here , when I have the time .	0
4839	Had a run in with a JAP tonight .	0
4840	It 's time to sharpen long knives .	0
4841	Sword might come in handy for a couple silent kills or close quarters combat against lightly armed enemies .	0
4842	No.	0
4843	TAKE COVER SOON JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA YouTube - JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA I received this image in an email this morning .	0
4844	Then what ?	0
4845	Some were useful , some were annoying and based on silly assumptions , one was clearly an SPLC troll ...	0
4846	In america we have hate crime laws .	0
4847	wonder what anyone thinks of this for a logo , gaelic guard , garda gaelach Green for Ireland , four stars for the four provinces , on a white field for obvious reasons 2508	0
4848	https : //www.stormfront.org/forum/t111114 / https : //www.stormfront.org/forum/t108388 / https : //www.stormfront.org/forum/showthread.php ? t = 108610 https : //www.stormfront.org/forum/t108427 / Make this a great VValentines Day for our movement GOOD LUCK TO ALL WHO WILL BE PASSING OUT THE FLYRES http://www.whitefreespeech.com/sub/i...fleaflets.html	0
4849	I feel like im the only `` white '' guy here .... Anyway if anybody is in the New York area let me know ! : attack	0
4850	Look at those pictures .	0
4851	2508	0
4852	June 6 , 2010 6 : 20 p.m. EDT See full article : Mississippi man faces sixth capital murder trial in 1996 shootings - CNN.com	0
4853	Let 's just hope this is n't worst case scenario .	0
4854	It is nearing the end of 2013 , so soon I will be starting a thread for the new year .	0
4855	Im not handing out candy this year personally .	0
4856	Old postcard of Zebowice ( Zembowitz-Fohrendorf ) in Upper Silesia , it is the town with the largest percentage of the German Minority in Poland .	0
4857	I guess I was lucky because all my friends were white and see the same problems I do .	0
4858	Don't bother with  culture , it 's not worth the effort .	1
4859	CAMPO SAN DIEGO EAST COUNTY CALIFORNIA On Now thru August 7 , 2005 760 644-0857 Come One Come All !	0
4860	I knew a kid down the street who was home schooled and he didnt act like a kid his age should .	0
4861	These ``  people '' have the nerve to call themselves human. . .	1
4862	Gay marriage has no place in any society , regardless of your race and culture.It destroys , morals , values , and the future of your offspring that will keep your race and culture alive.Regardless of your race and culture , ity and gay marriage is the genocide of mankind .	1
4863	The soldiers that were beaten and left for dead is wrenching , all because they served their nation .	0
4864	Their is a group of people behind the scenes orchestrating your destruction and they are using non Whites as tools to accomplish their agenda .	1
4865	We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .	1
4866	It 's good to spook kids with our folklore so they can pass it down .. I just hope it 's not considered child abuse nowadays .. lol .. Just/kid' n It just keeps their minds aware Imagine a kids face when they learn of the stories of our ancestors around the camp fire .. this is a water toast BTW -- >	0
4867	Thanks !	0
4868	KC skin boy looking for KC skin girl .	0
4869	#WethePeople #RealAmericans	0
4870	Unbelievable to me that all these liberals with SO MUCH love to give have zero problem stepping over all the white kids in their own country who need families to get to some random little Haitian kid .	0
4871	I believe that team owners want to make money first and foremost and would n't sacrifice team performance and/or millions of dollars just to put more  on their teams .	0
4872	Opps .	0
4873	F * * k the bloods and crips , cops are the worst gang going !	0
4874	it looks like s have taken over ukar.org but you can read the section of the website dealing with the kosher tax on archive.org : http://web.archive.org/web/200602110...r.org/tax.html	0
4875	God Bless	0
4876	well, looks like we can add another instance of 6 million to this pile , then - the amount of times they have told this story .	0
4877	THEN later on , IF I find my soul mate , marry and have a family .	0
4878	Thanks.	0
4879	Great image of the  as a poisonous mushroom .	1
4880	https : //www.stormfront.org/forum/t795949-2/#post9151222	0
4881	I saw the same thing on the yahoo page but decided not to make a post .	0
4882	New to the area .	0
4883	And those of you who havent put your logins on there you should .	0
4884	The only time Jesus is called a  , is when the s are mocking him on his trail .	0
4885	Come back home and buy a house near a forest full of game ....	0
4886	Excellent idea .	0
4887	YouTube - A Tour Of Detroit 's Ghetto	0
4888	Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .	0
4889	Are there any ple`s started yet then ? and if so where are they so we can check them out maybe we will move to one .	0
4890	Best place for DNA test btw ? 23andme or ancestory ?	0
4891	http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY .	0
4892	I out lasted them because I follow SF rules .	0
4893	You prove that multiculturalism works , your the one that started this troll thread , fag boy .	0
4894	Our government has been in the practice of tearing down the white race to raise the non white minority races by forcing diversity and multiculturalism down white people 's throats .	0
4895	White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...	1
4896	The Jellyfish Nebula is about 5,000 light-years away .	0
4897	Well said Ghost but , dont bother with that dude-he is one of those that always has to have the last word so it will just go on and on .	0
4898	I do n't think anyone here is saying that the Polish are on the same level as  .	0
4899	I 'd imagine trying to live there as a white nationalist would be extremely hard .	0
4900	It's no surprise Irish girls would do that .	0
4901	Longer and unedited recording of the radio show : The Jay Thomas Show : ( Warning : Some Graphic Language ) Tuesday 's Heated Exchange Involving Leith Officials Over Mistreatment Claims by Girlfriend of Kynan Dutton | WDAY | Fargo , ND	0
4902	I 've heard five their songs and they are My favorites from Russian White Power music .	0
4903	Africans are tall , thin and lanky and pretty ugly beasts . ... and I 'm just being kind .	1
4904	Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !	1
4905	Not fun .	0
4906	Gotta travel light , governor .	0
4907	It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts , which made some of them hooligans and crazy .	1
4908	On his first day of school , he is tormented by the evil spirited White children .	0
4909	He is not nordic of course , but he is white .	0
4910	Happy Birthday Brother and many happy returns !!	0
4911	Viva la MayheeKo !	0
4912	R.I.P Elizabeth .	0
4913	Have not done DNA testing , but looking at the family tree I can see that it 's mostly British with some Italian and Scandinavian thrown in for good measure .	0
4914	YouTube - Brussels on 9/11 : For a free Europe , against ization	1
4915	Show me the bones .	0
4916	I am looking for WN specific Home School material ?	0
4917	I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to . [ a couple computer degrees went to  , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these  computer geniuses hiding ?	0
4918	hi, I am a 20 year old female looking for someone to talk to and develope a relationshp .	0
4919	Hail!Im just looking for like minded white brothers and sisters from arond my area to meet or anyone else for that matter.Hope to hear from you .	0
4920	MrBadgerSir	0
4921	No is not bad and you should never lower your self to their level of self denial and blindness .	0
4922	And yet they attacked the SDL for attempting to publicly mourn the violent death of a white man racially murdered by two paki men !	0
4923	There was a crooked man who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .	0
4924	Not once in the Bible are Jesus or God 's people ever called a  .	0
4925	yeah, maybe if you are ish They just warm up the old money printing press when they might feel like they are getting low .	1
4926	Hi All I am 130lb and I have  hair and I am looking for a WP girl in NC around fay or brag if this is you e-mail me	0
4927	I 'm studying here .	0
4928	Strange more people ca n't see the problem !	0
4929	I have it sighted in at 350 yards .	0
4930	of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .	1
4931	So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?	0
4932	UGH ....	0
4933	It is necessary for them to hide behind lies and false information because face it , the truth is not on their side .	0
4934	Welcome back , I hope you make s/f a habit .	0
4935	NeoFolk ?	0
4936	www.cofo.edu Franciscan University of Steubenville , Steubenville , Ohio www.franuniv.edu Grove City College , Grove City , Pa.	0
4937	Oh yeah , no mugshot picture on the page of course , you have to watch the video report to find out it was yet another case of TNB .	1
4938	At least skip ahead to 9 : 50 and watch the final minute .	0
4939	I wonder if the what looks like Arabic used for his second account name has anything to do with his hate for women .	0
4940	http://ifamericaknew.org/	0
4941	Few pics taken this summer ...	0
4942	It was good to see proud white British people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white British people celebrate 2nd Signal Regiment Malton and Pickering Mercury - `` Throng welcomes soldiers at parade '' 104.7 Minster FM - `` 300 soldiers welcomed home in York '' Darlington and Stockton Times - `` 2 Signal Regiment march through York following return from Afghanistan '' Obviously there was sorrow for Lee Rigby and his family , we are outraged and very angry at what happened to him	0
4943	And they Speak Arabic .	0
4944	Of course ATT had to make the one blond boy look stupid .	0
4945	For most of them it 's call of their own soul and not economical mean only	0
4946	Thank you .	0
4947	I 've only recently came to new conclusions ; or found old ones .	0
4948	This is your claim and yours alone ; take it to yourself .	0
4949	We do n't want you in Lithuania or in the USA !	0
4950	https : //www.youtube.com/watch ? v = ttRFIvsuf4A	0
4951	So I do n't know what to think ?	0
4952	Today , you pay to look at table after table of guns priced at retail .	0
4953	This part of the film is right when US personnel came on the scene and stopped the attacks as best they could .	0
4954	It just does n't hold my attention .	0
4955	I do n't know why people associate Southern Europeans with light /olive skin .	0
4956	I also read in `` March of the Titans '' that there are three `` subraces '' pf whites , nordic , alpine , and mediterranian , and found out I could be a poster boy for the Alpine group ( round face ,  hair , green eyes , stocky build ) !	0
4957	Stoning - Monty Python 's Life of Brian - YouTube	0
4958	WWII was always a favorite subject .	0
4959	I wonder if they 'll let me keep the extra euro if i say i 'm ' ' unwaged ' ' .	0
4960	There are other ' Games ' , similar to the first you described , eg : 1 ] FIFA , and 2 ] The British FA ......	0
4961	The s are called the antichrist , children of Satan , liars , thieves , and murderers throughout the whole Bible .	0
4962	Click on the `` DOWNLOAD ( 7.39 MB ) '' link .	0
4963	Wouldn't you be embarrassed to wear on your head , against your will , a mock foreskin in the eyes of the world ?	0
4964	I was aware of events but not in such detail .	0
4965	All lovely white ladies are welcome to chat with me .	0
4966	Funny part was that just when they were singing the only song that was in English , it started to rain and lighting bolt striked into TV antenna that was up just next to the stage - it was out for 1 minute and picture came back just when they were finishing that song .	0
4967	White Chicago Cop Killed With His Own Gun In Attack From Behind - NNN Reporters Newsroom Forum R.I.P.	0
4968	Like you I like certain movies , tv series I absolutely abhor British telly in particular as they are always and in all ways promoting race mixing or ity .	0
4969	I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .	1
4970	The boy was so traumatized he did n't want to go back to school .	0
4971	I'm not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand .	0
4972	If anyone can tell what happened on this lake ?	0
4973	now that ye mention it he does look a bit like this traveller i knew. i wonder if we gave him a wash would he really be a white guy with red hair ?	0
4974	2508	0
4975	They are  and Hispanic , not white .	0
4976	Any bother u go on lock down no one gets out the cells so its not that bad prison is 24 hour boredom ..	0
4977	Youtube has several dozen Holocaust Revisionist videos .	0
4978	Though i am from younger generations , these are my father words .	0
4979	This is the youth Section , and you 're friend having sex with multiple ppl ?	0
4980	Also, here is a link to the thread for meeting other people who are interested in defending our race , whether as militants or negotiators .	0
4981	That way I can make money , have friends for my child to play with , AND stay at home .	0
4982	Since you guys are opposed to miscegenation , I wonder what you think of yourselves being mixed .	0
4983	Zulu - Final Attack - YouTube	0
4984	5 years later we split up .	0
4985	http://www.stltoday.com/stltoday/new ... A ? OpenDocument	0
4986	Aye , warriour of Éire . . . whether you would like fadas for Irish Gæilge , e.g. , é , í , ó and the like , or Scottish Gælick , e.g. , ì , ò , è , é , í , à , ù and the like . . . try such , lad : I. Start Menu to All Programs to Accessouries to System Tools to Litrichean ( I canæ re-call of what Litrichean tis called in English for my computer is in Gàidhlig , but tis Script Lettres , Characters or the like , I reckon. )	0
4987	Im in Roxbury .	0
4988	Americans acting like they know what they 're talking about ..	0
4989	 eyes are the only color of eyes that  and Asians have , outside of any outside breeding .	0
4990	You just do n't get it .	0
4991	Q : If Timmy can hop a distance of 2 feet and he makes 2 hops , how far did he hop from the starting point to the finishing point ?	0
4992	I would much rather have either green or blue eyes which are exclusive to the White race .	0
4993	And yes , they will steal anything from whites because they think whites owe them something , so it 's ok to steal .	1
4994	It is also what i and almost everyone on this thread dream about and work for after all it is the only asurance the Aryan people have for survival	0
4995	You can stop this by getting a dead pig and bury it underground where the mosque will be built .	1
4996	Or do you believe that humans from different species did n't evolve from the same point ?	0
4997	Also I agree it 's not fair to monkeys to compare them to  people .	1
4998	LiveLeak.com - Brawl Breaks Out at Hip Hop Awards	0
4999	Gonna have to do it as soon as I can .	0
5000	not sure where I got them mate , they look like they 're from a magazine though coz they 're scans of photocopies it looks like. will find em and post them	0
5001	This is off-topic , but since you brought that forth I suppose that you have to be answered .	0
5002	We hold youth Bible stuides ( free ) and you do a lot of at home studing .	0
5003	`` The aim and final end of all music should be none other than the glory of God and the refreshment of the soul . '' - Johann Sebastian Bach `` Where there is devotional music , God is always at hand with His gracious presence . '' - Johann Sebastian Bach	0
5004	Two seasons ago this child with her brat-antics and rudeness all but ruined the final weeks of America 's Got Talent , one of the few TV shows I watch and enjoy .	0
5005	[ 85.362 ] [ 228.275 ]	0
5006	This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?	1
5007	Yeah I knew about the cheap houses in Springfield area but not that dang cheap as 9K thats why I asked .	0
5008	Come and have a look around the area where I live and see all the 18-25 year old s parked up outside the schools trying to entice 13 - 16 year old English girls to get in their cars .	0
5009	I plan on using a stretcher for carrying gear .	0
5010	Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .	1
5011	Please notice my lengthy thread showing just a small portion of the jobs available in this area .	0
5012	Swedish land perhaps ?	0
5013	How about this one -- the commercials for the home burglary alarm they keep running on television---the criminals breaking in are --- surprise--always white .	0
